package,version
libpgm-5.3-0t64,5.3.128~dfsg-2.1build1
libphonenumber8,8.12.57+ds-4.2build3
libpipeline1,1.5.7-2
libpipewire-0.3-0t64,1.2.4-1ppa1
libpipewire-0.3-dev,1.2.4-1ppa1
libpipewire-0.3-modules,1.2.4-1ppa1
libpixman-1-0,0.42.2-1build1
libpixman-1-0,0.42.2-1build1
libpixman-1-dev,0.42.2-1build1
libpkcs11-helper1t64,1.29.0-2.1build2
libpkgconf3,1.8.1-2build1
libplacebo338,6.338.2-2build1
libplist-2.0-4,2.3.0-1~exp2build2
libplymouth5,24.004.60-1ubuntu7.2
libpng16-16t64,1.6.43-5ubuntu0.6
libpng16-16t64,1.6.43-5ubuntu0.6
libpocketsphinx3,0.8.0+real5prealpha+1-15ubuntu5
libpolkit-agent-1-0,124-2ubuntu1.24.04.3
libpolkit-gobject-1-0,124-2ubuntu1.24.04.3
libpoppler134,24.02.0-1ubuntu9.9
libpoppler-cpp0t64,24.02.0-1ubuntu9.9
libpoppler-glib8t64,24.02.0-1ubuntu9.9
libpopt0,1.19+dfsg-1build1
libportal-dev,0.7.1-5build5
libportaudio2,19.6.0-1.2build3
libpostproc57,7:6.1.1-3ubuntu5
libppd2,2:2.0.0-0ubuntu4.1
libppd2-common,2:2.0.0-0ubuntu4.1
libproc2-0,2:4.0.4-4ubuntu3.2
libproc2-dev,2:4.0.4-4ubuntu3.2
libprotobuf32t64,3.21.12-8.2ubuntu0.3
libprotobuf-c1,1.4.1-1ubuntu4
libproxy1-plugin-gsettings,0.5.4-4build1
libproxy1-plugin-networkmanager,0.5.4-4build1
libproxy1v5,0.5.4-4build1
libproxy1v5,0.5.4-4build1
libpsl5t64,0.21.2-1.1build1
libpsl5t64,0.21.2-1.1build1
libpugixml1v5,1.14-0.1build1
libpulse0,1:16.1+dfsg1-2ubuntu10.1
libpulse0,1:16.1+dfsg1-2ubuntu10.1
libpulse-dev,1:16.1+dfsg1-2ubuntu10.1
libpulse-mainloop-glib0,1:16.1+dfsg1-2ubuntu10.1
libpwquality1,1.4.5-3build1
libpwquality-common,1.4.5-3build1
libpython3.12-minimal,3.12.3-1ubuntu0.15
libpython3.12-stdlib,3.12.3-1ubuntu0.15
libpython3.12t64,3.12.3-1ubuntu0.15
libpython3-stdlib,3.12.3-0ubuntu2.1
libqmi-glib5,1.35.2-0ubuntu2
libqmi-proxy,1.35.2-0ubuntu2
libqpdf29t64,11.9.0-1.1ubuntu0.1
libqrtr-glib0,1.2.2-1ubuntu4
libqt5core5t64,5.15.13+dfsg-1ubuntu1
libqt5dbus5t64,5.15.13+dfsg-1ubuntu1
libqt5gui5t64,5.15.13+dfsg-1ubuntu1
libqt5network5t64,5.15.13+dfsg-1ubuntu1
libqt5svg5,5.15.13-1
libqt5widgets5t64,5.15.13+dfsg-1ubuntu1
libquadmath0,16-20260315-1ubuntu1~24~ppa1
librabbitmq4,0.11.0-1ubuntu0.1
libraptor2-0,2.0.16-3ubuntu0.1
libraqm0,0.10.1-1build1
librasqal3t64,0.9.33-2.1build1
librav1e0,0.7.1-2
libraw1394-11,2.1.2-2build3
libraw1394-11,2.1.2-2build3
libraw23t64,0.21.2-2.1ubuntu0.24.04.2
librda0,0.0.5-1.1build2
librda-common,0.0.5-1.1build2
librdf0t64,1.0.17-3.1ubuntu3
libre2-dev,20230301-3build1
libreadline8t64,8.2-4build1
libreiserfscore0t64,1:3.6.27-7.1build1
libreoffice-base-core,4:24.2.7-0ubuntu0.24.04.6
libreoffice-calc,4:24.2.7-0ubuntu0.24.04.6
libreoffice-common,4:24.2.7-0ubuntu0.24.04.6
libreoffice-core,4:24.2.7-0ubuntu0.24.04.6
libreoffice-draw,4:24.2.7-0ubuntu0.24.04.6
libreoffice-gnome,4:24.2.7-0ubuntu0.24.04.6
libreoffice-gtk3,4:24.2.7-0ubuntu0.24.04.6
libreoffice-help-common,4:24.2.7-0ubuntu0.24.04.6
libreoffice-help-en-us,4:24.2.7-0ubuntu0.24.04.6
libreoffice-impress,4:24.2.7-0ubuntu0.24.04.6
libreoffice-style-colibre,4:24.2.7-0ubuntu0.24.04.6
libreoffice-uiconfig-calc,4:24.2.7-0ubuntu0.24.04.6
libreoffice-uiconfig-common,4:24.2.7-0ubuntu0.24.04.6
libreoffice-uiconfig-draw,4:24.2.7-0ubuntu0.24.04.6
libreoffice-uiconfig-impress,4:24.2.7-0ubuntu0.24.04.6
libreoffice-uiconfig-writer,4:24.2.7-0ubuntu0.24.04.6
librest-1.0-0,0.9.1-6build3
librevenge-0.0-0,0.0.5-3build1
librhythmbox-core10,3.4.7-2ubuntu6
librist4,0.2.10+dfsg-2
libroc0.3,0.3.0+dfsg-7ubuntu2
librsvg2-2,2.58.0+dfsg-1build1
librsvg2-2,2.58.0+dfsg-1build1
librsvg2-bin,2.58.0+dfsg-1build1
librsvg2-common,2.58.0+dfsg-1build1
librsvg2-common,2.58.0+dfsg-1build1
librtmp1,2.4+20151223.gitfa8646d.1-2build7
librtmp1,2.4+20151223.gitfa8646d.1-2build7
librubberband2,3.3.0+dfsg-2build1
libsamplerate0,0.2.2-4build1
libsamplerate0,0.2.2-4build1
libsane1,1.2.1-7build4
libsane-common,1.2.1-7build4
libsane-hpaio,3.23.12+dfsg0-0ubuntu5.1
libsasl2-2,2.1.28+dfsg1-5ubuntu3.1
libsasl2-2,2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules,2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules,2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules-db,2.1.28+dfsg1-5ubuntu3.1
libsasl2-modules-db,2.1.28+dfsg1-5ubuntu3.1
libsbc1,2.0-1build1
libsdbus-c++-dev,2.1.0-1ppa2
libsdl2-2.0-0,2.30.0+dfsg-1ubuntu3.1
libsdl2-2.0-0,2.30.0+dfsg-1ubuntu3.1
libsdl2-dev,2.30.0+dfsg-1ubuntu3.1
libseat-dev,0.8.0-1
libseccomp2,2.5.5-1ubuntu3.1
libsecret-1-0,0.21.4-1build3
libsecret-1-dev,0.21.4-1build3
libsecret-common,0.21.4-1build3
libselinux1,3.5-2ubuntu2.1
libselinux1,3.5-2ubuntu2.1
libsemanage2,3.5-1build5
libsemanage-common,3.5-1build5
libsensors5,1:3.6.0-9build1
libsensors5,1:3.6.0-9build1
libsensors-config,1:3.6.0-9build1
libsepol2,3.5-2build1
libserd-0-0,0.32.2-1
libsframe1,2.42-4ubuntu2.10
libsgutils2-1.46-2,1.46-3ubuntu4
libsharpyuv0,1.3.2-0.4build3
libsharpyuv0,1.3.2-0.4build3
libshine3,3.1.1-2build1
libshout3,2.4.6-1build2
libshout3,2.4.6-1build2
libsigc++-2.0-0v5,2.12.1-2
libsigc++-3.0-0,3.6.0-2
libsixel1,1.10.3-3build1
libslang2,2.3.3-3build2
libslang2,2.3.3-3build2
libsm6,2:1.2.3-1build3
libsmartcols1,2.39.3-9ubuntu6.5
libsmbclient0,2:4.19.5+dfsg-4ubuntu9.6
libsm-dev,2:1.2.3-1build3
libsnapd-glib-2-1,1.64-0ubuntu5
libsnappy1v5,1.1.10-1build1
libsndfile1,1.2.2-1ubuntu5.24.04.1
libsndfile1,1.2.2-1ubuntu5.24.04.1
libsndio7.0,1.9.0-0.3build3
libsnmp40t64,5.9.4+dfsg-1.1ubuntu3.2
libsnmp-base,5.9.4+dfsg-1.1ubuntu3.2
libsodium23,1.0.18-1ubuntu0.24.04.1
libsonic0,0.2.0-13build1
libsord-0-0,0.16.16-2build1
libsoup-2.4-1,2.74.3-6ubuntu1.7
libsoup2.4-common,2.74.3-6ubuntu1.7
libsoup-3.0-0,3.4.4-5ubuntu0.7
libsoup-3.0-0,3.4.4-5ubuntu0.7
libsoup-3.0-common,3.4.4-5ubuntu0.7
libsoup-gnome-2.4-1,2.74.3-6ubuntu1.7
libsource-highlight4t64,3.1.9-4.3build1
libsource-highlight-common,3.1.9-4.3build1
libsoxr0,0.1.3-4build3
libspa-0.2-bluetooth,1.2.4-1ppa1
libspa-0.2-modules,1.2.4-1ppa1
libspectre1,0.2.12-1build2
libspeechd2,0.12.0~rc2-2build3
libspeex1,1.2.1-2ubuntu2.24.04.1
libspeex1,1.2.1-2ubuntu2.24.04.1
libspeexdsp1,1.2.1-1ubuntu3
libsphinxbase3t64,0.8+5prealpha+1-17build2
libsqlite3-0,3.45.1-1ubuntu2.6
libsqlite3-0,3.45.1-1ubuntu2.6
libsratom-0-0,0.6.16-1build1
libsrt1.5-gnutls,1.5.3-1build2
libss2,1.47.0-2.4~exp1ubuntu4.1
libssh-4,0.10.6-2ubuntu0.4
libssh-4,0.10.6-2ubuntu0.4
libssh-gcrypt-4,0.10.6-2ubuntu0.4
libssl3t64,3.0.13-0ubuntu3.11
libssl3t64,3.0.13-0ubuntu3.11
libstartup-notification0,0.12-6build3
libstartup-notification0-dev,0.12-6build3
libstdc++-10-dev,10.5.0-4ubuntu2.1
libstdc++-12-dev,12.4.0-2ubuntu1~24.04.1
libstdc++-13-dev,13.3.0-6ubuntu2~24.04.1
libstdc++-14-dev,14.3.0-12ubuntu1~24~ppa1
libstdc++6,16-20260315-1ubuntu1~24~ppa1
libstdc++6,16-20260315-1ubuntu1~24~ppa1
libstemmer0d,2.2.0-4build1
libsuitesparseconfig7,1:7.6.1+dfsg-1build1
libsvtav1enc1d1,1.7.0+dfsg-2build1
libswresample4,7:6.1.1-3ubuntu5
libswscale7,7:6.1.1-3ubuntu5
libsystemd0,255.4-1ubuntu8.16
libsystemd0,255.4-1ubuntu8.16
libsystemd-dev,255.4-1ubuntu8.16
libsystemd-shared,255.4-1ubuntu8.16
libtag1v5,1.13.1-1build1
libtag1v5,1.13.1-1build1
libtag1v5-vanilla,1.13.1-1build1
libtag1v5-vanilla,1.13.1-1build1
libtalloc2,2.4.2-1build2
libtasn1-6,4.19.0-3ubuntu0.24.04.2
libtasn1-6,4.19.0-3ubuntu0.24.04.2
libtbb12,2021.11.0-2ubuntu2
libtbbmalloc2,2021.11.0-2ubuntu2
libtcl8.6,8.6.14+dfsg-1build1
libtcmalloc-minimal4t64,2.15-3build1
libtdb1,1.4.10-1build1
libteamdctl0,1.31-1build3
libtevent0t64,0.16.1-2build1
libtext-charwidth-perl,0.04-11build3
libtext-iconv-perl,1.7-8build3
libtext-wrapi18n-perl,0.06-10
libthai0,0.1.29-2build1
libthai0,0.1.29-2build1
libthai-data,0.1.29-2build1
libtheora0,1.1.1+dfsg.1-16.1build3
libtheora0,1.1.1+dfsg.1-16.1build3
libtie-ixhash-perl,1.23-4
libtiff6,4.5.1+git230720-4ubuntu2.5
libtiff6,4.5.1+git230720-4ubuntu2.5
libtiff-dev,4.5.1+git230720-4ubuntu2.5
libtimedate-perl,2.3300-2
libtimezonemap1,0.4.6-6ubuntu1
libtimezonemap-data,0.4.6-6ubuntu1
libtinfo6,6.4+20240113-1ubuntu2.1
libtinfo6,6.4+20240113-1ubuntu2.1
libtirpc3t64,1.3.4+ds-1.1build1
libtirpc-common,1.3.4+ds-1.1build1
libtomlplusplus3t64,3.4.0+ds-0.2build1
libtomlplusplus-dev,3.4.0+ds-0.2build1
libtool,2.4.7-7build1
libtotem-plparser18,3.26.6-1build5
libtotem-plparser-common,3.26.6-1build5
libtry-tiny-perl,0.31-2
libtsan2,16-20260315-1ubuntu1~24~ppa1
libtspi1,0.3.15-0.3build2
libtss2-esys-3.0.2-0t64,4.0.1-7.1ubuntu5.1
libtss2-mu-4.0.1-0t64,4.0.1-7.1ubuntu5.1
libtss2-sys1t64,4.0.1-7.1ubuntu5.1
libtss2-tcti-cmd0t64,4.0.1-7.1ubuntu5.1
libtss2-tcti-device0t64,4.0.1-7.1ubuntu5.1
libtss2-tcti-mssim0t64,4.0.1-7.1ubuntu5.1
libtss2-tcti-swtpm0t64,4.0.1-7.1ubuntu5.1
libtwolame0,0.4.0-2build3
libtwolame0,0.4.0-2build3
libubsan1,16-20260315-1ubuntu1~24~ppa1
libuchardet0,0.0.8-1build1
libudev1,255.4-1ubuntu8.16
libudev1,255.4-1ubuntu8.16
libudev-dev,255.4-1ubuntu8.16
libudfread0,1.1.2-1build1
libudisks2-0,2.10.1-6ubuntu1.3
libunibreak5,5.1-2build1
libunistring5,1.1-2build1.1
libunistring5,1.1-2build1.1
libuno-cppu3t64,4:24.2.7-0ubuntu0.24.04.6
libuno-cppuhelpergcc3-3t64,4:24.2.7-0ubuntu0.24.04.6
libuno-purpenvhelpergcc3-3t64,4:24.2.7-0ubuntu0.24.04.6
libuno-sal3t64,4:24.2.7-0ubuntu0.24.04.6
libuno-salhelpergcc3-3t64,4:24.2.7-0ubuntu0.24.04.6
libunwind8,1.6.2-3build1.1
libunwind8,1.6.2-3build1.1
libupower-glib3,1.90.3-1
liburcu8t64,0.14.0-3.1build1
liburing2,2.5-1build1
liburi-perl,5.27-1
libusb-1.0-0,2:1.0.27-1
libusb-1.0-0,2:1.0.27-1
libusb-1.0-0-dev,2:1.0.27-1
libusbmuxd6,2.0.2-4build3
libuuid1,2.39.3-9ubuntu6.5
libuutil3linux,2.2.2-0ubuntu9.4
libuv1t64,1.48.0-1.1build1
libv4l-0t64,1.26.1-4build3
libv4l-0t64,1.26.1-4build3
libv4lconvert0t64,1.26.1-4build3
libv4lconvert0t64,1.26.1-4build3
libva2,2.23.0-1~24.04~ppa5
libva2,2.23.0-1~24.04~ppa5
libva-dev,2.23.0-1~24.04~ppa5
libva-drm2,2.23.0-1~24.04~ppa5
libva-drm2,2.23.0-1~24.04~ppa5
libva-wayland2,2.23.0-1~24.04~ppa5
libva-x11-2,2.23.0-1~24.04~ppa5
libva-x11-2,2.23.0-1~24.04~ppa5
libvdpau1,1.5-2build1
libvdpau-dev,1.5-2build1
libvidstab1.1,1.1.0-2build1
libvisio-0.1-1,0.1.7-1build9
libvisual-0.4-0,0.4.2-2build1
libvisual-0.4-0,0.4.2-2build1
libvisual-0.4-plugins,1:0.4.2+dfsg-2build3
libvkfft-dev,1.3.4+ds2-1
libvolume-key1,0.3.12-7build2
libvorbis0a,1.3.7-1build3
libvorbis0a,1.3.7-1build3
libvorbisenc2,1.3.7-1build3
libvorbisenc2,1.3.7-1build3
libvorbisfile3,1.3.7-1build3
libvpl2,1:2.16.0-1~24.04~ppa1
libvpl-tools,1.5.0-1~24.04~ppa1
libvpx9,1.14.0-1ubuntu2.3
libvpx9,1.14.0-1ubuntu2.3
libvte-2.91-0,0.76.0-1ubuntu0.1
libvte-2.91-common,0.76.0-1ubuntu0.1
libvulkan1,1.3.275.0-1build1
libvulkan1,1.3.275.0-1build1
libvulkan-dev,1.3.275.0-1build1
libvulkan-volk-dev,1.3.275.0-1
libwacom9,2.10.0-2
libwacom-bin,2.10.0-2
libwacom-common,2.10.0-2
libwacom-dev,2.10.0-2
libwavpack1,5.6.0-1build1
libwavpack1,5.6.0-1build1
libwayland-client0,1.22.0-2.1build1
libwayland-client0,1.22.0-2.1build1
libwayland-client++1,1.0.0-5ubuntu2
libwayland-cursor0,1.22.0-2.1build1
libwayland-cursor0,1.22.0-2.1build1
libwayland-dev,1.22.0-2.1build1
libwayland-egl1,1.22.0-2.1build1
libwayland-egl1,1.22.0-2.1build1
libwayland-server0,1.22.0-2.1build1
libwayland-server++1,1.0.0-5ubuntu2
libwbclient0,2:4.19.5+dfsg-4ubuntu9.6
libwebkit2gtk-4.1-0,2.52.3-0ubuntu0.24.04.1
libwebp7,1.3.2-0.4build3
libwebp7,1.3.2-0.4build3
libwebpdemux2,1.3.2-0.4build3
libwebpmux3,1.3.2-0.4build3
libwebrtc-audio-processing1,0.3.1-0ubuntu6
libwireplumber-0.4-0,0.4.17-1ubuntu4.1
libwlroots-dev,0.17.1-2.1build1
libwmf-0.2-7,0.2.13-1.1build3
libwmf-0.2-7-gtk,0.2.13-1.1build3
libwmf0.2-7-gtk,0.2.13-1.1build3
libwmflite-0.2-7,0.2.13-1.1build3
libwnck-3-0,43.0-3build4
libwnck-3-common,43.0-3build4
libwoff1,1.0.2-2build1
libwpd-0.10-10,0.10.3-2build2
libwpg-0.3-3,0.3.4-3build1
libwps-0.4-4,0.4.14-2build1
libwrap0,7.6.q-33
libwww-perl,6.76-1ubuntu0.1
libwww-robotrules-perl,6.02-1
libx11-6,2:1.8.7-1build1
libx11-6,2:1.8.7-1build1
libx11-data,2:1.8.7-1build1
libx11-dev,2:1.8.7-1build1
libx11-protocol-perl,0.56-9
libx11-xcb1,2:1.8.7-1build1
libx11-xcb1,2:1.8.7-1build1
libx11-xcb-dev,2:1.8.7-1build1
libx264-164,2:0.164.3108+git31e19f9-1
libx265-199,3.5-2build1
libxapian30,1.4.22-1build1
libxapp1,3.3.3
libxatracker2,25.1.7-1ubuntu2~24.04.2
libxau6,1:1.0.9-1build6
libxau6,1:1.0.9-1build6
libxau-dev,1:1.0.9-1build6
libxaw7,2:1.0.14-1build2
libxcb1,1.15-1ubuntu2
libxcb1,1.15-1ubuntu2
libxcb-composite0-dev,1.15-1ubuntu2
libxcb-cursor-dev,0.1.4-1build1
libxcb-damage0,1.15-1ubuntu2
libxcb-dri2-0,1.15-1ubuntu2
libxcb-dri3-0,1.15-1ubuntu2
libxcb-dri3-0,1.15-1ubuntu2
libxcb-dri3-dev,1.15-1ubuntu2
libxcb-ewmh2,0.4.1-1.1build3
libxcb-ewmh-dev,0.4.1-1.1build3
libxcb-glx0,1.15-1ubuntu2
libxcb-glx0,1.15-1ubuntu2
libxcb-icccm4,0.4.1-1.1build3
libxcb-icccm4-dev,0.4.1-1.1build3
libxcb-image0,0.4.0-2build1
libxcb-keysyms1,0.4.0-1build4
libxcb-keysyms1-dev,0.4.0-1build4
libxcb-present0,1.15-1ubuntu2
libxcb-present0,1.15-1ubuntu2
libxcb-present-dev,1.15-1ubuntu2
libxcb-randr0,1.15-1ubuntu2
libxcb-randr0,1.15-1ubuntu2
libxcb-randr0-dev,1.15-1ubuntu2
libxcb-render0,1.15-1ubuntu2
libxcb-render0,1.15-1ubuntu2
libxcb-render-util0,0.3.9-1build4
libxcb-render-util0-dev,0.3.9-1build4
libxcb-res0,1.15-1ubuntu2
libxcb-res0-dev,1.15-1ubuntu2
libxcb-shape0,1.15-1ubuntu2
libxcb-shm0,1.15-1ubuntu2
libxcb-shm0,1.15-1ubuntu2
libxcb-sync1,1.15-1ubuntu2
libxcb-sync1,1.15-1ubuntu2
libxcb-util1,0.4.0-1build3
libxcb-util-dev,0.4.0-1build3
libxcb-xfixes0,1.15-1ubuntu2
libxcb-xfixes0,1.15-1ubuntu2
libxcb-xinerama0,1.15-1ubuntu2
libxcb-xinerama0-dev,1.15-1ubuntu2
libxcb-xinput0,1.15-1ubuntu2
libxcb-xinput-dev,1.15-1ubuntu2
libxcb-xkb1,1.15-1ubuntu2
libxcb-xkb1,1.15-1ubuntu2
libxcb-xv0,1.15-1ubuntu2
libxcomposite1,1:0.4.5-1build3
libxcomposite1,1:0.4.5-1build3
libxcomposite-dev,1:0.4.5-1build3
libxcursor1,1:1.2.1-1build1
libxcursor1,1:1.2.1-1build1
libxcursor-dev,1:1.2.1-1build1
libxcvt0,0.1.2-1build1
libxdamage1,1:1.1.6-1build1
libxdamage1,1:1.1.6-1build1
libxdamage-dev,1:1.1.6-1build1
libxdmcp6,1:1.1.3-0ubuntu6
libxdmcp6,1:1.1.3-0ubuntu6
libxdo3,1:3.20160805.1-5build1
libxext6,2:1.3.4-1build2
libxext6,2:1.3.4-1build2
libxext-dev,2:1.3.4-1build2
libxfixes3,1:6.0.0-2build1
libxfixes3,1:6.0.0-2build1
libxfixes-dev,1:6.0.0-2build1
libxfont2,1:2.0.6-1build1
libxft2,2.3.6-1build1
libxi6,2:1.8.1-1build1
libxi6,2:1.8.1-1build1
libxi-dev,2:1.8.1-1build1
libxinerama1,2:1.1.4-3build1
libxinerama1,2:1.1.4-3build1
libxinerama-dev,2:1.1.4-3build1
libxkbcommon0,1.12.3-1
libxkbcommon0,1.12.3-1
libxkbcommon-dev,1.12.3-1
libxkbcommon-x11-0,1.12.3-1
libxkbcommon-x11-0,1.12.3-1
libxkbcommon-x11-dev,1.12.3-1
libxkbfile1,1:1.1.0-1build4
libxkbfile-dev,1:1.1.0-1build4
libxkbregistry0,1.12.3-1
libxkbregistry0,1.12.3-1
libxkbregistry-dev,1.12.3-1
libxklavier16,5.4-5build2
libxml2,2.9.14+dfsg-1.3ubuntu3.8
libxml2,2.9.14+dfsg-1.3ubuntu3.8
libxml2-dev,2.9.14+dfsg-1.3ubuntu3.8
libxmlb2,0.3.24-1~ubuntu0.24.04.1
libxml-namespacesupport-perl,1.12-2
libxml-parser-perl,2.47-1ubuntu0.24.04.1
libxml-sax-base-perl,1.09-3
libxml-sax-expat-perl,0.51-2
libxml-sax-perl,1.02+dfsg-3
libxmlsec1t64,1.2.39-5build2
libxmlsec1t64-nss,1.2.39-5build2
libxml-twig-perl,1:3.52-2
libxml-xpathengine-perl,0.14-2
libxmu6,2:1.1.3-3build2
libxmuu1,2:1.1.3-3build2
libxpm4,1:3.5.17-1build2
libxpm4,1:3.5.17-1build2
libxpresent1,1.0.0-2build2
libxpum2,2.0.0-1~24.04~ppa1
libxpum-dev,2.0.0-1~24.04~ppa1
libxrandr2,2:1.5.2-2build1
libxrandr2,2:1.5.2-2build1
libxrandr-dev,2:1.5.2-2build1
libxreaderdocument3,4.6.5+wilma
libxreaderview3,4.6.5+wilma
libxrender1,1:0.9.10-1.1build1
libxrender1,1:0.9.10-1.1build1
libxrender-dev,1:0.9.10-1.1build1
libxres1,2:1.2.1-1build1
libxshmfence1,1.3-1build5
libxshmfence1,1.3-1build5
libxslt1.1,1.1.39-0exp1ubuntu0.24.04.3
libxss1,1:1.2.3-1build3
libxss1,1:1.2.3-1build3
libxt6t64,1:1.2.1-1.2build1
libxtables12,1.8.10-3ubuntu2
libxt-dev,1:1.2.1-1.2build1
libxtst6,2:1.2.3-1.1build1
libxtst6,2:1.2.3-1.1build1
libxv1,2:1.0.11-1.1build1
libxv1,2:1.0.11-1.1build1
libxvidcore4,2:1.3.7-1build1
libxvmc1,2:1.0.12-2build3
libxxf86dga1,2:1.1.5-1build1
libxxf86vm1,1:1.1.4-1build4
libxxf86vm1,1:1.1.4-1build4
libxxhash0,0.8.2-2build1
libxxhash-dev,0.8.2-2build1
libyajl2,2.1.0-5build1
libyaml-0-2,0.2.5-1build1
libyelp0,42.2-1ubuntu0.24.04.1
libze1,1.28.6-1~24.04~ppa1
libze-intel-gpu1,26.22.38646.6-1~24.04~ppa1
libze-intel-gpu-raytracing,1.2.4-1~25.10~ppa2
libzfs4linux,2.2.2-0ubuntu9.4
libzimg2,3.0.5+ds1-1build1
libzip4t64,1.7.3-1.1ubuntu2
libzix-0-0,0.4.2-2build1
libzmq5,4.3.5-1build2
libzopfli1,1.0.3-2
libzpool5linux,2.2.2-0ubuntu9.4
libzstd1,1.5.5+dfsg2-2build1.1
libzstd1,1.5.5+dfsg2-2build1.1
libzvbi0t64,0.2.42-2
libzvbi-common,0.2.42-2
lightdm,1.30.0-0ubuntu14
lightdm-settings,2.1.1
linux-base,4.5ubuntu9+24.04.2
linux-firmware,20240318.git3b128b60-0ubuntu2.27
linux-generic-7.0,7.0.0-28.28~24.04.1
linux-headers-7.0.0-14-generic,7.0.0-14.14~24.04.3
linux-headers-7.0.0-28-generic,7.0.0-28.28~24.04.1
linux-headers-generic-7.0,7.0.0-28.28~24.04.1
linux-hwe-7.0-headers-7.0.0-14,7.0.0-14.14~24.04.3
linux-hwe-7.0-headers-7.0.0-28,7.0.0-28.28~24.04.1
linux-hwe-7.0-tools-7.0.0-14,7.0.0-14.14~24.04.3
linux-hwe-7.0-tools-7.0.0-28,7.0.0-28.28~24.04.1
linux-image-7.0.0-14-generic,7.0.0-14.14~24.04.3
linux-image-7.0.0-28-generic,7.0.0-28.28~24.04.1
linux-image-generic-7.0,7.0.0-28.28~24.04.1
linux-libc-dev,6.8.0-136.136
linuxmint-keyring,2022.06.21
linux-modules-7.0.0-14-generic,7.0.0-14.14~24.04.3
linux-modules-7.0.0-28-generic,7.0.0-28.28~24.04.1
linux-sound-base,1.0.25+dfsg-0ubuntu7
linux-tools-7.0.0-14-generic,7.0.0-14.14~24.04.3
linux-tools-7.0.0-28-generic,7.0.0-28.28~24.04.1
lldb,1:18.0-59~exp2
lm-sensors,1:3.6.0-9build1
localechooser-data,2.89ubuntu6
locales,2.39-0ubuntu8.7
login,1:4.13+dfsg1-4ubuntu3.2
logrotate,3.21.0-2build1
logsave,1.47.0-2.4~exp1ubuntu4.1
loupe,46.2-0ubuntu1
lp-solve,5.5.2.5-2ubuntu0.1
lsb-release,12.0-2
lsfg-vk,1.0.0-1
lshw,02.19.git.2021.06.19.996aaad9c7-2ubuntu0.24.04.1
lsof,4.95.0-1build3
lto-disabled-list,47
ltrace,0.7.3-6.4ubuntu3
lua5.4,5.4.6-3build2
lutris,0.5.22
lvm2,2.03.16-3ubuntu3.2
mailcap,3.70+nmu1ubuntu1.24.04.1
mainline,1.4.13-0~202505020443~ubuntu24.04.1
make,4.3-4.1build2
man-db,2.12.0-4build2
mangohud,0.6.9.1-2build1
manpages,6.7-2
mawk,1.3.4.20240123-1build1
mdadm,4.3-1ubuntu2.1
media-player-info,24-3
media-types,10.1.0
mesa-libgallium,26.1.4~kisak1~n
mesa-libgallium,26.1.4~kisak1~n
mesa-utils,9.0.0-2
mesa-utils-bin,9.0.0-2
mesa-vdpau-drivers,26.1.4~kisak1~n
mesa-vulkan-drivers,26.1.4~kisak1~n
mesa-vulkan-drivers,26.1.4~kisak1~n
meson,1.3.2-1ubuntu1
mgba-sdl,0.10.5
micro,2.0.13-1
mint-artwork,1.9.3
mint-backgrounds-wallpapers,1.0
mint-backgrounds-wilma,1.1
mintbackup,2.4.7
mint-common,2.5.1
mint-cursor-themes,1.0.2
mint-dev-tools,1.5.4
mintdrivers,1.8.8
mint-info-cinnamon,2025.11.11
mintinstall,8.4.0
mint-l-icons,1.8.0
mintlocale,1.6.6
mint-l-theme,2.0.6
mint-meta-cinnamon,2025.12.15+mint22.3
mint-meta-codecs,2025.12.15+mint22.3
mint-meta-core,2025.12.15+mint22.3
mint-mirrors,1.2.9
mintreport,1.6.1
mintsources,2.4.3
mintstick,1.6.6
mintsysadm,1.0.4
mintsystem,8.6.5
mint-themes,2.3.8
mint-translations,2026.01.08
mintupdate,7.1.4
mint-upgrade-info,1.3.0
mintwelcome,2.6.2
mint-x-icons,1.7.5
mint-y-icons,1.9.1
mitmproxy,8.1.1-2
mobile-broadband-provider-info,20230416-1
mockoon,9.1.0
modemmanager,1.23.4-0ubuntu2
mokutil,0.6.0-2build3
mono-complete,6.8.0.105+dfsg-3.6ubuntu2
mono-runtime,6.8.0.105+dfsg-3.6ubuntu2
mount,2.39.3-9ubuntu6.5
mousepad,0.6.1-1build2
mousetweaks,3.32.0-4build2
mpv,0.37.0-1ubuntu4
mpv-mpris,0.7.1-1build2
mscompress,0.4-10build1
mtools,4.0.43-1build1
mtr-tiny,0.95-1.1ubuntu0.1
muffin,6.7.4
muffin-common,6.7.4
mythes-en-us,1:24.2.1-1
nano,7.2-2ubuntu0.2
nasm,2.16.01-1build1
nautilus-data,1:46.4-0ubuntu0.2
ncurses-base,6.4+20240113-1ubuntu2.1
ncurses-bin,6.4+20240113-1ubuntu2.1
nemo,6.6.3+zena
nemo-data,6.6.3+zena
nemo-emblems,6.6.0+zena
nemo-fileroller,6.6.0+zena
nemo-preview,6.6.0+zena
nemo-share,6.6.0+zena
neovim,0.9.5-6ubuntu2
netbase,6.4
netcat-openbsd,1.226-1ubuntu2
netplan-generator,1.1.2-8ubuntu1~24.04.2
netplan.io,1.1.2-8ubuntu1~24.04.2
